Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage Dealt,# Kills,Notes
C2E011,3:18:51,Fjord,Stealth,14,14,,,,With advantage
C2E011,3:18:51,Fjord,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C2E011,3:20:29,Nott,Thieves' Tools,9,3,,,,
C2E011,3:20:45,Jester,Strength,17,14,,,,
C2E011,3:22:14,Fjord,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C2E011,3:22:14,Fjord,Stealth,10,10,,,,With advantage
C2E011,3:22:14,Molly,Stealth,10,7,,,,
C2E011,3:22:14,Caleb,Stealth,20,19,,,,
C2E011,3:22:14,Nott,Stealth,22,14,,,,
C2E011,3:22:14,Beau,Stealth,22,16,,,,
C2E011,3:22:14,Jester,Stealth,17,14,,,,
C2E011,3:31:50,Fjord,Deception,Nat20,20,,,,
C2E011,3:33:19,Fjord,Deception,18,14,,,,
C2E011,3:34:32,Beau,Deception,15,12,,,,
C2E011,3:34:32,Jester,Deception,6,3,,,,
C2E012,0:35:51,Beau,Perception,11,8,,,,
C2E012,0:44:54,Fjord,Investigation,13,9,,,,
C2E012,0:51:11,Nott,Persuasion,14,15,,,,
C2E012,0:56:33,Molly,Disguise Kit,11,9,,,,Prof+INT
C2E012,0:59:00,Molly,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C2E012,0:59:00,Molly,Deception,21,19,,,,With advantage
C2E012,1:01:01,Nott,Deception,-1,2,,,,
C2E012,1:01:44,Frumpkin,Attack,Nat13,13,,1 to Orderly,,Claw
C2E012,1:04:13,Molly,Acrobatics,9,4,,,,
C2E012,1:06:05,Caleb,Stealth,Nat1,1,,,,
C2E012,1:06:07,Nott,Stealth,21,13,,,,
C2E012,1:09:33,Fjord,Deception,16,10,,,,
C2E012,1:10:42,Nott,Intimidation,13,16,,,,
C2E012,1:11:06,Nott,Acrobatics,9,3,,,,
C2E012,1:13:03,Nott,Stealth,15,7,,,,
C2E012,1:13:05,Caleb,Stealth,10,9,,,,
C2E012,1:15:30,Molly,Investigation,10,10,,,,
C2E012,1:15:54,Molly,Dexterity,Nat1,1,,,,
C2E012,1:17:00,Fjord,Deception,15,9,,,,
C2E012,1:20:57,Jester,Healing,Unknown,Unknown,,,,Molly heals unknown points
C2E012,1:54:38,Molly,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C2E012,1:54:38,Molly,Investigation,11,11,,,,With advantage
C2E012,1:59:00,Jester,Perception,Unknown,Unknown,,,,
C2E012,2:03:59,Jester,Persuasion,19,16,,,,
C2E012,2:04:13,Fjord,Stealth,12,12,,,,
C2E012,2:04:13,Beau,Stealth,15,9,,,,
C2E012,2:04:14,Caleb,Stealth,8,7,,,,
C2E012,2:04:15,Nott,Stealth,Nat1,1,,,,
C2E012,2:04:19,Molly,Stealth,19,16,,,,
C2E012,2:05:08,Jester,Deception,7,4,,,,
C2E012,2:08:00,Jester,Deception,11,8,,,,
C2E012,2:09:27,Jester,Deception,7,4,,,,
C2E012,2:12:15,Caleb,Insight,17,12,,,,
C2E012,2:14:38,Beau,Perception,10,7,,,,
C2E012,2:14:42,Caleb,Perception,8,5,,,,
C2E012,2:15:36,Fjord,Stealth,14,14,,,,
C2E012,2:15:38,Beau,Stealth,13,7,,,,
C2E012,2:15:40,Caleb,Stealth,17,16,,,,
C2E012,2:15:40,Nott,Stealth,13,5,,,,
C2E012,2:15:41,Jester,Stealth,20,17,,,,
C2E012,2:15:43,Molly,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C2E012,2:15:43,Molly,Stealth,19,16,,,,With advantage
C2E012,2:21:24,Beau,Athletics,8,4,,,,
C2E012,2:21:38,Nott,Athletics,18,18,,,,
C2E012,2:21:45,Jester,Athletics,11,8,,,,
C2E012,2:21:49,Caleb,Athletics,17,,,,,
C2E012,2:23:38,Jester,Strength,12,9,,,,
C2E012,2:24:20,Nott,Strength,Nat1,1,,,,
C2E012,2:25:06,Jester,Unknown,19,19,,,,
C2E012,2:26:42,Beau,Athletics,22,18,,,,
C2E012,2:28:12,Beau,Investigation,18,14,,,,
C2E012,2:30:15,Fjord,Perception,16,16,,,,
C2E012,2:30:17,Molly,Perception,21,18,,,,
C2E012,2:34:55,Nott,Investigation,Nat20,20,,,,
C2E012,2:37:49,Nott,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C2E012,2:37:49,Nott,Investigation,20,15,,,,With advantage
C2E012,2:41:41,Nott,Investigation,13,8,,,,
C2E012,2:42:00,Beau,Perception,15,12,,,,
C2E012,2:42:20,Fjord,Perception,11,11,,,,
C2E012,2:42:22,Molly,Perception,11,8,,,,
C2E012,2:42:44,Nott,Thieves' Tools,16,10,,,,
C2E012,2:44:54,Nott,Investigation,19,14,,,,
C2E012,2:46:58,Beau,Investigation,Nat20,20,,,,
C2E012,2:51:06,Nott,Initiative,Nat20,20,,,,
C2E012,2:51:11,Jester,Initiative,17,14,,,,
C2E012,2:51:13,Beau,Initiative,15,11,,,,
C2E012,2:51:21,Molly,Initiative,15,12,,,,
C2E012,2:51:25,Caleb,Initiative,9,8,,,,
C2E012,2:52:47,Nott,Spell Attack,18,13,,,,Shocking Grasp
C2E012,2:52:53,Nott,Damage,1,,,1 Lightning to Rug,,
C2E012,2:53:35,Jester,Spell Attack,24,19,,,,Guiding Bolt
C2E012,2:53:46,Jester,Damage,15,,,15 (8 Radiant to Rug + 7 Radiant to Nott),,
C2E012,2:55:04,Beau,Attack,16,10,,,,Staff
C2E012,2:55:12,Beau,Damage,6,,,6 (3 to Rug + 3 to Nott),,
C2E012,1:55:28,Beau,Attack,22,16,,,,Unarmed Strike
C2E012,1:55:32,Beau,Damage,7,,,7 (4 to Rug + 3 to Nott),,
C2E012,2:58:42,Caleb,Healing,14,,,,,"Potion of Greater Healing, Nott heals 14 points"
C2E012,2:59:13,Nott,Athletics,2,2,,,,
C2E012,2:59:43,Jester,Athletics,12,9,,,,
C2E012,3:00:41,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E012,3:00:41,Beau,Attack,11,5,,,,Unarmed Strike with disadvantage
C2E012,3:00:54,Beau,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E012,3:00:54,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike with disadvantage
C2E012,3:02:21,Nott,Attack,21,15,,,,Shortsword AoO
C2E012,3:02:35,Nott,Damage,15,,,15 (8 to Rug + 7 to Beau),,
C2E012,3:03:22,Caleb,Athletics,9,,,,,
C2E012,3:03:51,Nott,Attack,15,9,,,,Shortsword
C2E012,3:04:03,Nott,Damage,10,,,10 (10 to Rug + 5 to Beau),,
C2E012,3:04:42,Beau,Healing,8,,,,,"Cure Wounds, Beau heals 8 points"
C2E012,3:05:55,Nott,Investigation,14,9,,,,
C2E012,3:06:03,Nott,Thieves' Tools,21,15,,,,
C2E012,3:06:17,Nott,Constitution Save,10,8,,,,
C2E012,3:07:43,Beau,History,10,8,,,,
C2E012,3:09:34,Beau,Perception,18,15,,,,
C2E012,3:09:42,Fjord,Perception,17,17,,,,
C2E012,3:11:08,Jester,Forgery Kit,9,6,,,,"Prof+INT, Disregarded due to advantage"
C2E012,3:11:08,Jester,Forgery Kit,22,19,,,,With advantage
C2E012,3:13:09,Beau,Dexterity,Unknown,Unknown,,,,Disregarded due to advantage
C2E012,3:13:09,Beau,Dexterity,15,11,,,,With advantage
C2E012,3:14:20,Fjord,Deception,13,7,,,,
C2E012,3:15:35,Jester,Athletics,5,2,,,,
C2E012,3:15:35,Caleb,Athletics,Unknown,Unknown,,,,
C2E012,3:17:02,Molly,Deception,4,2,,,,
C2E012,3:18:17,Beau,Dexterity,6,2,,,,
C2E012,3:20:42,Jester,Deception,18,15,,,,
C2E012,3:21:16,Jester,Healing,8,,,,,"Cure Wounds, Jester heals 8 points"
C2E012,3:25:12,Nott,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C2E012,3:25:12,Nott,Perception,7,7,,,,With advantage
C2E012,3:26:34,Nott,Acrobatics,17,11,,,,
C2E012,3:27:09,Fjord,Deception,22,16,,,,
C2E012,3:27:23,Jester,Deception,Unknown,Unknown,,,,Disregarded due to advantage
C2E012,3:27:23,Jester,Deception,18,15,,,,With advantage
C2E012,3:29:33,Caleb,Athletics,17,,,,,
C2E012,3:30:16,Beau,Persuasion,4,3,,,,
C2E012,3:31:10,Fjord,Investigation,Nat20,20,,,,
C2E012,3:33:20,Nott,Investigation,Nat20,20,,,,
C2E012,3:33:29,Nott,Thieves' Tools,9,3,,,,
C2E012,3:34:30,Caleb,Perception,Nat1,1,,,,
C2E012,3:35:35,Beau,Stealth,10,4,,,,
C2E012,3:36:42,Beau,Perception,10,7,,,,
C2E012,3:37:10,Fjord,Investigation,19,15,,,,
C2E012,3:37:11,Jester,Investigation,15,14,,,,
C2E012,3:39:54,Fjord,Investigation,23,19,,,,
C2E012,3:39:56,Jester,Investigation,12,11,,,,
C2E012,3:40:19,Molly,Perception,7,4,,,,
C2E012,3:40:30,Beau,Perception,5,2,,,,
C2E012,3:41:13,Fjord,Investigation,17,13,,,,
C2E012,3:41:29,Jester,Investigation,Nat20,20,,,,
C2E012,3:43:55,Caleb,Intelligence,18,14,,,,
C2E012,3:46:02,Jester,Perception,21,18,,,,
C2E012,3:48:00,Fjord,Perception,13,13,,,,
C2E012,3:48:00,Caleb,Sleight of Hand,8,,,,,
C2E012,3:51:49,Caleb,Dexterity,7,6,,,,
C2E012,3:52:59,Molly,Perception,Nat20,20,,,,
C2E012,3:53:01,Beau,Perception,19,16,,,,
C2E012,3:55:10,Caleb,Death Save,Unknown,Unknown,,,,
C2E012,3:55:02,Fjord,Healing,Unknown,Unknown,,,,"Potion of Regular Healing, Caleb heals unknown points"
C2E012,3:55:40,Nott,Acrobatics,10,4,,,,
C2E012,3:55:42,Nott,Stealth,16,8,,,,
C2E012,3:56:33,Fjord,Stealth,15,15,,,,
C2E012,3:56:34,Caleb,Stealth,5,4,,,,
C2E012,3:56:34,Beau,Stealth,12,6,,,,
C2E012,3:56:35,Molly,Stealth,19,16,,,,
C2E012,3:56:34,Jester,Stealth,5,2,,,,
C2E012,3:58:28,Beau,Perception,11,8,,,,
C2E013,0:10:09,Beau,Initiative,21,17,,,,
C2E013,0:10:24,Molly,Initiative,14,11,,,,
C2E013,0:10:26,Nott,Initiative,11,7,,,,
C2E013,0:10:27,Caleb,Initiative,11,10,,,,
C2E013,0:10:42,Fjord,Initiative,3,3,,,,
C2E013,0:10:44,Jester,Initiative,4,1,,,,
C2E013,0:12:06,Beau,Athletics,16,12,,,,
C2E013,0:12:45,Beau,Attack,16,10,,,,Unarmed Strike
C2E013,0:16:41,Nott,Persuasion,1,2,,,,
C2E013,0:19:03,Fjord,Perception,13,13,,,,
C2E013,0:20:32,Beau,Attack,Nat1,1,,,,Unarmed Strike
C2E013,0:25:33,Nott,Attack,20,14,,,,Hand Crossbow SA
C2E013,0:25:48,Nott,Damage,16,,,16 to Shadow Assassin 1,,Dissipates
C2E013,0:27:26,Jester,Healing,6,,,,,"Healing Word, Beau heals 6 points"
C2E013,0:28:22,Fjord,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E013,0:28:22,Fjord,Attack,24,18,,,,Falchion with advantage
C2E013,0:28:35,Fjord,Damage,12,,,12 to Assassin,,
C2E013,0:29:42,Beau,Attack,25,19,,,,Staff
C2E013,0:29:45,Beau,Attack,Nat1,1,,,,Unarmed Strike
C2E013,0:30:03,Beau,Damage,12,,,12 to Assassin,,
C2E013,0:30:57,Molly,Damage,Unknown,Unknown,,Unknown to Molly,,Blood Maledict (amplified)
C2E013,0:32:27,Fjord,Attack,15,9,,,,Falchion AoO
C2E013,0:33:34,Jester,Damage,8,,,4 (8/2) Cold to Assassin,,Hellish Rebuke
C2E013,0:34:37,Molly,Attack,Nat20,20,1,,,Scimitar
C2E013,0:34:57,Molly,Damage,Unknown,Unknown,,Unknown to Shadow Assassin 3,,Dissipates
C2E013,0:35:45,Molly,Attack,22,17,,,,Scimitar
C2E013,0:35:53,Molly,Damage,5,,,5 to Assassin,,"Unconscious, HDYWTDT"
C2E013,0:36:42,Jester,Healing,7,,,,,"Cure Wounds, Beau heals 7 points, is conscious"
C2E013,0:45:10,Nott,Perception,7,7,,,,
C2E013,0:47:03,Jester,Persuasion,9,6,,,,
C2E013,0:55:35,Fjord,Insight,15,17,,,,
C2E013,0:55:38,Beau,Insight,13,8,,,,
C2E013,0:56:35,Jester,Insight,14,11,,,,
C2E013,0:57:25,Molly,Insight,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E013,0:57:25,Molly,Insight,21,16,,,,With advantage
C2E013,1:14:38,Caleb,Deception,15,,,,,
C2E013,1:14:52,Jester,Deception,12,9,,,,
C2E013,1:17:18,Fjord,Perception,13,13,,,,
C2E013,1:17:32,Jester,Perception,14,11,,,,
C2E013,1:20:19,Beau,Acrobatics,16,10,,,,
C2E013,1:20:24,Beau,Stealth,Nat20,20,,,,
C2E013,1:20:50,Jester,Deception,5,2,,,,
C2E013,1:21:33,Jester,Dexterity,21,18,,,,
C2E013,1:22:40,Caleb,Stealth,14,13,,,,
C2E013,1:25:26,Caleb,Deception,Nat1,1,,,,Disregarded due to advantage
C2E013,1:25:26,Caleb,Deception,15,,,,,With advantage
C2E013,1:27:09,Caleb,Stealth,9,8,,,,
C2E013,1:28:44,Beau,Intimidation,Nat1,1,,,,Disregarded due to advantage
C2E013,1:28:44,Beau,Intimidation,5,4,,,,With advantage
C2E013,1:40:40,Beau,Perception,Nat20,20,,,,
C2E013,1:40:43,Fjord,Perception,16,16,,,,
C2E013,1:43:04,Fjord,Persuasion,15,11,,,,
C2E013,1:46:27,Beau,Investigation,6,2,,,,
C2E013,1:49:21,Fjord,Insight,11,13,,,,
C2E013,1:52:07,Caleb,Medicine,7,,,,,
C2E013,1:52:32,Molly,Medicine,10,7,,,,
C2E013,1:55:30,Caleb,Survival,5,2,,,,
C2E013,1:55:42,Molly,Survival,7,4,,,,
C2E013,2:01:36,Jester,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E013,2:01:36,Jester,Perception,9,6,,,,With disadvantage
C2E013,2:02:27,Jester,Persuasion,15,12,,,,
C2E013,2:03:32,Jester,Deception,21,18,,,,
C2E013,2:04:34,Jester,Charisma,10,9,,,,
C2E013,2:23:41,Nott,Intelligence,Unknown,Unknown,,,,Disregarded due to advantage
C2E013,2:23:41,Nott,Intelligence,15,12,,,,With advantage
C2E013,2:32:47,Beau,Attack,20,14,,,,Staff
C2E013,2:34:04,Beau,Attack,22,16,,,,Dagger
C2E013,2:50:58,Molly,Perception,Nat20,20,,,,
C2E013,2:50:59,Fjord,Perception,Nat1,1,,,,
C2E013,2:51:02,Jester,Perception,10,7,,,,
C2E013,2:51:05,Beau,Perception,13,10,,,,
C2E013,3:08:26,Fjord,Hit Points,11,7,,,,
C2E013,3:08:30,Beau,Hit Points,7,4,,,,
C2E013,3:08:47,Caleb,Hit Points,6,4,,,,
C2E013,3:09:00,Nott,Hit Points,10,8,,,,
C2E013,3:09:16,Jester,Hit Points,5,3,,,,
C2E013,3:09:29,Molly,Hit Points,6,2,,,,
C2E013,3:22:08,Caleb,Arcana,Nat1,1,,,,
C2E013,3:22:11,Fjord,Arcana,Nat20,20,,,,
C2E013,3:43:01,Molly,Investigation,12,12,,,,
C2E013,3:53:37,Fjord,Arcana,22,18,,,,
C2E013,4:00:31,Beau,Charisma Save,Unknown,Unknown,,,,
C2E014,0:21:13,Nott,Deception,13,16,,,,
C2E014,0:21:23,Yasha,Deception,10,,,,,Disregarded due to advantage
C2E014,0:21:23,Yasha,Deception,16,,,,,With advantage
C2E014,0:36:51,Molly,Insight,12,7,,,,
C2E014,0:37:14,Fjord,Other,7,,,,,Gambit of Ord (d8)
C2E014,0:37:42,Fjord,Other,5,,,,,Gambit of Ord (d6)
C2E014,0:38:12,Fjord,Other,3,,,,,Gabit of Ord (d4)
C2E014,0:39:08,Jester,Insight,22,18,,,,
C2E014,0:39:09,Beau,Insight,Unknown,Unknown,,,,
C2E014,0:48:11,Caleb,Insight,12,7,,,,
C2E014,0:50:36,Nott,Sleight of Hand,15,7,,,,
C2E014,0:51:25,Nott,Damage,11,,,5 (11/2) Acid to The Gentleman,,
C2E014,0:54:52,Beau,Insight,14,9,,,,
C2E014,0:58:18,Molly,Perception,5,2,,,,
C2E014,1:02:31,Fjord,Intimidation,15,9,,,,
C2E014,1:07:27,Molly,Deception,13,11,,,,
C2E014,1:07:36,Nott,Perception,12,12,,,,
C2E014,1:09:43,Caleb,Insight,17,12,,,,
C2E014,1:19:01,Molly,Perception,17,14,,,,
C2E014,1:20:04,Fjord,Insight,11,13,,,,
C2E014,1:20:08,Molly,Deception,10,8,,,,
C2E014,1:21:55,Beau,Insight,21,16,,,,
C2E014,2:00:31,Nott,Charisma Save,Nat1,1,,,,
C2E014,2:00:42,Molly,Charisma Save,4,4,,,,
C2E014,2:00:44,Yasha,Charisma Save,13,15,,,,
C2E014,2:00:46,Caleb,Charisma Save,13,10,,,,
C2E014,2:00:47,Beau,Charisma Save,16,15,,,,
C2E014,2:00:47,Fjord,Charisma Save,22,16,,,,
C2E014,2:13:03,Caleb,Religion,23,,,,,
C2E014,2:22:44,Molly,Religion,Unknown,Unknown,,,,Disregarded due to advantage
C2E014,2:22:44,Molly,Religion,19,19,,,,With advantage
C2E014,2:35:07,Yasha,Persuasion,14,16,,,,
C2E014,2:42:13,Yasha,Attack,9,4,,,,Throwing Star
C2E014,2:52:06,Frumpkin,Stealth,5,3,,,,
C2E014,3:02:17,Nott,Attack,10,4,,,,Gold Coin Throw
C2E015,0:18:03,Fjord,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E015,0:18:03,Fjord,Perception,4,2,,,,With disadvantage
C2E015,0:18:21,Jester,Perception,21,17,,,,
C2E015,0:21:39,Nott,Dexterity,6,2,,,,
C2E015,0:24:04,Caleb,Initiative,Nat1,1,,,,
C2E015,0:24:10,Yasha,Initiative,4,2,,,,
C2E015,0:24:59,Fjord,Initiative,15,15,,,,
C2E015,0:25:08,Beau,Initiative,9,5,,,,
C2E015,0:25:09,Nott,Initiative,10,6,,,,
C2E015,0:25:28,Molly,Initiative,7,4,,,,
C2E015,0:25:29,Jester,Initiative,Nat1,1,,,,
C2E015,0:27:07,Fjord,Spell Attack,21,15,,,,Eldritch Blast
C2E015,0:27:16,Fjord,Damage,8,,,8 Force to Darkmantle 1,,
C2E015,0:29:48,Nott,Strength,18,18,,,,
C2E015,0:30:45,Beau,Attack,25,19,,,,Staff
C2E015,0:30:58,Beau,Damage,6,,,6 to Darkmantle 2,,
C2E015,0:31:26,Beau,Attack,16,10,,,,Unarmed Strike
C2E015,0:31:32,Beau,Damage,7,,,7 to Darkmantle 2,,
C2E015,0:31:56,Beau,Attack,23,17,,,,Unarmed Strike
C2E015,0:32:00,Beau,Damage,8,,,8 to Darkmantle 2,,
C2E015,0:32:45,Molly,Damage,9,,,9 to Darkmantle 2,1,
C2E015,0:32:58,Molly,Attack,23,18,,,,Scimitar
C2E015,0:33:34,Jester,Strength,6,3,,,,
C2E015,0:35:47,Caleb,Spell Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E015,0:35:47,Caleb,Spell Attack,16,9,,,,Scorching Ray with disadvantage
C2E015,0:35:56,Caleb,Spell Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E015,0:35:56,Caleb,Spell Attack,11,4,,,,Scorching Ray with disadvantage
C2E015,0:36:03,Caleb,Spell Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E015,0:36:14,Caleb,Spell Attack,13,,,,,Scorching Ray with disadvantage
C2E015,0:36:14,Caleb,Damage,15,8,,13 to Darkmantle 1,,
C2E015,0:38:32,Nott,Attack,Unknown,Unknown,,,,Hand Crossbow SA
C2E015,0:38:32,Nott,Attack,10,4,,,,Disregarded due to Crossbow Expert
C2E015,0:38:57,Nott,Attack,Unknown,Unknown,,,,Hand Crossbow
C2E015,0:38:57,Nott,Attack,20,14,,,,Disregarded due to Crossbow Expert
C2E015,0:39:10,Nott,Damage,6,,,6 to Darkmantle 1,1,
C2E015,0:40:45,Nott,Damage,20,,,20 to Darkmantle 3,,
C2E015,0:41:34,Beau,Acrobatics,14,8,,,,
C2E015,0:41:50,Beau,Attack,21,16,,,,Staff
C2E015,0:41:59,Beau,Damage,9,,,9 to Darkmantle 3,1,
C2E015,0:43:42,Jester,Strength,22,19,,,,
C2E015,0:45:14,Yasha,Strength,19,16,,,,
C2E015,0:45:20,Caleb,Constitution Save,9,7,,,,Concentration
C2E015,0:48:02,Fjord,Perception,Nat1,1,,,,
C2E015,0:48:07,Caleb,Perception,12,9,,,,
C2E015,0:52:51,Yasha,Athletics,16,13,,,,
C2E015,0:52:52,Jester,Athletics,13,10,,,,
C2E015,0:58:01,Nott,Investigation,Nat20,20,,,,
C2E015,1:03:47,Nott,Investigation,22,17,,,,
C2E015,1:05:15,Nott,Thieves' Tools,18,12,,,,
C2E015,1:07:06,Nott,Investigation,7,2,,,,
C2E015,1:07:29,Caleb,Investigation,21,14,,,,
C2E015,1:09:52,Beau,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E015,1:09:52,Beau,Perception,Nat1,1,,,,With disadvantage
C2E015,1:10:51,Beau,Deflect Missiles,11,,,2 to Beau,,
C2E015,1:14:30,Nott,Investigation,22,17,,,,
C2E015,1:15:53,Fjord,Arcana,21,19,,,,
C2E015,1:15:54,Caleb,Arcana,16,9,,,,
C2E015,1:15:56,Beau,Arcana,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,1:15:56,Beau,Arcana,18,16,,,,With advantage (Mystical Erudition)
C2E015,1:20:19,Jester,Perception,20,16,,,,
C2E015,1:21:01,Beau,Investigation,16,12,,,,
C2E015,1:22:08,Jester,Healing,Unknown,Unknown,,,,"Cure Wounds (1st), Yasha heals unknown points"
C2E015,1:22:53,Nott,Thieves' Tools,25,19,,,,
C2E015,1:23:16,Nott,Thieves' Tools,12,6,,,,
C2E015,1:24:08,Nott,Thieves' Tools,9,3,,,,
C2E015,1:24:39,Nott,Thieves' Tools,Nat20,20,,,,
C2E015,1:28:40,Fjord,Perception,7,7,,,,
C2E015,1:30:05,Jester,Healing,7,,,,,"Cure Wounds (1st), Nott heals 7 points"
C2E015,1:31:09,Beau,Perception,Nat20,20,,,,
C2E015,1:31:15,Jester,Perception,7,3,,,,
C2E015,1:35:32,Nott,Investigation,16,11,,,,
C2E015,1:38:11,Yasha,Perception,7,,,,,
C2E015,1:38:33,Fjord,Athletics,15,13,,,,
C2E015,1:39:50,Nott,Attack,Nat20,20,Y,,,Hand Crossbow SA
C2E015,1:39:50,Nott,Damage,28,,,28 to Will-o'-Wisp 1,1,
C2E015,1:41:15,Caleb,Initiative,Nat1,1,,,,
C2E015,1:42:46,Beau,Initiative,22,18,,,,
C2E015,1:42:48,Nott,Initiative,22,18,,,,
C2E015,1:42:57,Fjord,Initiative,17,17,,,,
C2E015,1:43:04,Jester,Initiative,12,8,,,,
C2E015,1:43:07,Yasha,Initiative,10,8,,,,
C2E015,1:43:13,Molly,Initiative,7,4,,,,
C2E015,1:45:52,Nott,Attack,12,6,,,,Hand Crossbow
C2E015,1:46:10,Nott,Attack,15,9,,,,Hand Crossbow
C2E015,1:47:10,Beau,Attack,12,6,,,,Holy Water burst (Dex)
C2E015,1:47:53,Beau,Attack,25,19,,,,Unarmed Strike
C2E015,1:48:00,Beau,Damage,8,,,4 (8/2) to Will-o'-Wisp 1,,
C2E015,1:49:11,Fjord,Attack,15,9,,,,Wastehunter Blade
C2E015,1:50:08,Beau,Attack,21,15,,,,Unarmed Strike Reaction
C2E015,1:50:11,Beau,Damage,8,,,4 (8/2) to Will-o'-Wisp 1,,
C2E015,1:52:48,Yasha,Attack,25,20,,,,Greatsword Reckless
C2E015,1:52:48,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,1:53:36,Yasha,Damage,18,,,9 (18/2)/Necrotic to WoW 3,,With Divine Fury
C2E015,1:55:13,Molly,Attack,17,12,,,,Scimitar
C2E015,1:55:28,Molly,Attack,11,6,,,,Scimitar
C2E015,1:55:37,Molly,Damage,8,,,8 to Urn 2,1,"Urn breaks, WoW 2 dies"
C2E015,1:57:02,Caleb,Spell Attack,18,11,,,,Scorching Ray
C2E015,1:57:06,Caleb,Damage,7,,,7 to Urn 1,1,"Urn breaks, WoW 1 dies"
C2E015,1:57:43,Caleb,Spell Attack,25,18,,,,Scorching Ray
C2E015,1:57:49,Caleb,Damage,8,,,8 to Urn 3,1,"Urn breaks, WoW 3 dies"
C2E015,2:18:17,Jester,Healing,7,,,,,"Cure Wounds (2nd), Nott heals 7 points"
C2E015,2:20:22,Fjord,Dexterity Save,8,7,,,,
C2E015,2:23:19,Fjord,Investigation,21,17,,,,
C2E015,2:26:09,Fjord,Hit Dice,Unknown,Unknown,,,,
C2E015,2:26:09,Caleb,Hit Dice,Unknown,Unknown,,,,
C2E015,2:26:09,Beau,Hit Dice,Unknown,Unknown,,,,
C2E015,2:26:09,Yasha,Hit Dice,Unknown,Unknown,,,,
C2E015,2:26:09,Molly,Hit Dice,Unknown,Unknown,,,,
C2E015,2:26:09,Nott,Hit Dice,Unknown,Unknown,,,,
C2E015,2:27:38,Beau,Athletics,6,2,,,,
C2E015,2:33:25,Molly,Investigation,16,16,,,,
C2E015,2:33:35,Molly,Strength,6,6,,,,
C2E015,2:34:08,Beau,Dexterity,22,18,,,,
C2E015,2:39:26,Jester,Initiative,20,16,,,,
C2E015,2:39:28,Caleb,Initiative,Nat20,20,,,,
C2E015,2:39:41,Beau,Initiative,12,8,,,,
C2E015,2:39:42,Yasha,Initiative,12,10,,,,
C2E015,2:39:54,Fjord,Initiative,7,7,,,,
C2E015,2:39:55,Nott,Initiative,7,3,,,,
C2E015,2:39:55,Molly,Initiative,8,5,,,,
C2E015,2:41:33,Caleb,Damage,7,,,7 to Gelatinous Cube,,Maximilian's Earthen Grasp
C2E015,2:43:46,Jester,Damage,6,,,6 Radiant to Gelatinous Cube,,Sacred Flame
C2E015,2:44:40,Beau,Attack,24,18,,,,Staff with advantage
C2E015,2:44:40,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,2:44:50,Beau,Damage,11,,,11 to Gelatinous Cube,,
C2E015,2:45:30,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,2:45:30,Beau,Attack,21,15,,,,Unarmed Strike with advantage
C2E015,2:45:33,Beau,Damage,6,,,6 to Gelatinous Cube,,
C2E015,2:46:49,Yasha,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,2:46:49,Yasha,Attack,8,3,,,,Greatsword with advantage
C2E015,2:47:33,Yasha,Damage,21,,,21 Slashing/Necrotic to Gelatinous Cube,,With Divine Fury
C2E015,2:48:44,Beau,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,2:48:44,Beau,Attack,15,9,,,,Unarmed Strike Reaction with advantage
C2E015,2:48:48,Beau,Damage,6,,,6 to Gelatinous Cube,,
C2E015,2:49:35,Molly,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,2:49:35,Molly,Attack,14,9,,,,Scimitar with advantage
C2E015,2:49:45,Molly,Damage,7,,,7 (6 + 1 Cold) to Gelatinous Cube,,With Rite of the Frozen
C2E015,2:50:33,Nott,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E015,2:50:33,Nott,Attack,Nat20,20,Y,,,Hand Crossbow SA with advantage
C2E015,2:51:00,Nott,Damage,32,,,32 to Gelatinous Cube,,With Fury of the Small
